SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
CVEN-689,4,4,0,0,0,8,3.5,0,0,0,0,0,8,CHU K
CVEN-689,10,3,0,0,0,13,3.769,0,0,0,0,0,13,SANCHEZ CASTILLA M
CVEN-699,11,6,0,0,1,18,3.444,0,0,0,0,0,18,KOLIOU M
CVEN-710,18,2,0,0,0,20,3.9,0,0,0,0,0,20,DAMNJANOVIC I
CVEN-717,7,3,0,0,0,10,3.7,0,0,0,0,0,10,WOLF C
CVEN-749,18,0,0,0,0,18,4,0,0,0,0,0,18,HUTCHINSON R
CVEN-750,18,14,4,0,0,36,3.388,0,0,0,1,0,37,NOSHADRAVAN A
CVEN-754,32,1,0,0,0,33,3.969,0,0,0,0,0,33,MANDER J
CVEN-765,4,8,0,0,0,12,3.333,0,0,0,0,0,12,QUADRIFOGLIO L
EVEN-301,4,6,5,0,0,15,2.933,0,0,0,0,0,15,LONDON M
EVEN-304,10,0,0,0,0,10,4,0,0,0,0,0,10,LONDON M
EVEN-304,6,4,0,0,0,10,3.6,0,0,0,0,0,10,LONDON M
EVEN-311,4,3,0,0,0,7,3.571,0,0,0,0,0,7,SOCOLOFSKY S
EVEN-311,3,4,2,0,0,9,3.111,1,0,0,0,0,10,KAIHATU J
EVEN-401,21,4,0,0,0,25,3.84,0,0,0,0,0,25,BHATTI Z
EVEN-402,11,16,3,0,0,30,3.266,0,0,0,2,0,32,CHELLAM S
EVEN-404,10,2,0,0,0,12,3.833,0,0,0,0,0,12,BHATTI Z
EVEN-404,12,0,0,0,0,12,4,0,0,0,0,0,12,BHATTI Z
EVEN-406,17,14,2,0,0,33,3.454,0,0,0,0,0,33,CHU K
EVEN-413,25,7,0,0,0,32,3.781,0,0,0,0,0,32,YING Q
EVEN-463,14,0,0,0,0,14,4,0,0,0,0,0,14,CAHILL A
EVEN-466,13,7,2,0,0,22,3.5,0,0,0,0,0,22,BRUMBELOW J
CLEN-201,6,2,1,0,0,9,3.555,0,0,0,0,0,9,WHITE L
CYBR-402,12,2,0,0,0,14,3.857,0,0,0,0,0,14,DEWITTE P
CYBR-403,10,1,0,0,1,12,3.583,0,0,0,0,0,12,DEWITTE P
CYBR-405,40,0,0,0,0,40,4,0,0,0,0,0,40,ROMERO J
CYBR-603,5,0,0,0,0,5,4,0,0,0,0,0,5,DEWITTE P
ENGR-102,18,28,25,6,9,86,2.465,0,0,0,8,0,94,CRUZADO GARCIA A
ENGR-102,12,41,22,3,7,85,2.564,2,0,0,9,0,96,CRUZADO GARCIA A
ENGR-102,27,14,7,2,5,55,3.018,0,0,0,13,0,68,IJAZ M
ENGR-102,24,7,10,1,4,46,3,0,0,0,4,0,50,IJAZ M
ENGR-102,12,3,2,1,0,18,3.444,0,0,0,0,0,18,ALVARADO L
ENGR-102,1,1,6,1,2,11,1.818,0,0,0,0,0,11,KOOLA P
ENGR-102,1,1,7,2,3,14,1.642,0,0,0,3,0,17,VILLAREAL S
ENGR-216,20,4,0,0,0,24,3.833,0,0,0,0,0,24,LARA RUIZ J
ENGR-216,19,4,1,0,0,24,3.75,0,0,0,0,0,24,OSTROVSKAYA N
ENGR-216,16,5,1,0,0,22,3.681,0,0,0,0,0,22,OSTROVSKAYA N
ENGR-216,11,4,0,0,0,15,3.733,0,0,0,0,0,15,MORTE M
ENGR-216,18,4,0,0,0,22,3.818,0,0,0,0,0,22,LENFEST S
ENGR-216,22,2,0,0,0,24,3.916,0,0,0,0,0,24,MORRIS E
ENGR-216,14,9,0,0,0,23,3.608,0,0,0,1,0,24,MCKENZIE J
ENGR-216,19,1,1,0,0,21,3.857,0,0,0,0,0,21,LARA RUIZ J
ENGR-216,17,2,2,0,0,21,3.714,0,0,0,1,0,22,OSTROVSKAYA N
ENGR-216,18,1,0,0,0,19,3.947,0,0,0,0,0,19,OSTROVSKAYA N
ENGR-216,8,18,3,0,1,30,3.066,0,0,0,0,0,30,MCKENZIE J
ENGR-216,9,15,5,0,0,29,3.137,0,0,0,1,0,30,MCKENZIE J
ENGR-216,10,16,2,1,0,29,3.206,0,0,0,0,0,29,MCKENZIE J
ENGR-216,7,11,3,0,0,21,3.19,0,0,0,1,0,22,MCKENZIE J
ENGR-216,3,19,1,0,1,24,2.958,0,0,0,0,0,24,MCKENZIE J
ENGR-216,10,12,2,0,0,24,3.333,0,0,0,0,0,24,MCKENZIE J
ENGR-216,8,11,3,1,1,24,3,0,0,0,0,0,24,MCKENZIE J
ENGR-216,3,21,0,0,0,24,3.125,0,0,0,0,0,24,ELIZONDO J
ENGR-216,10,8,5,1,0,24,3.125,0,0,0,0,0,24,ELIZONDO J
ENGR-216,3,17,2,0,1,23,2.913,0,0,0,0,0,23,ELIZONDO J
ENGR-216,8,13,2,1,0,24,3.166,0,0,0,0,0,24,ELIZONDO J
ENGR-216,3,14,6,0,0,23,2.869,0,0,0,0,0,23,MORTE M
ENGR-216,3,15,5,1,0,24,2.833,0,0,0,0,0,24,MORTE M
ENGR-216,5,11,4,1,1,22,2.818,0,0,0,0,0,22,LENFEST S
ENGR-216,10,10,2,0,0,22,3.363,0,0,0,1,0,23,LENFEST S
ENGR-216,11,16,2,0,1,30,3.2,0,0,0,0,0,30,MORRIS E
ENGR-216,10,12,3,0,0,25,3.28,0,0,0,0,0,25,MORRIS E
ENGR-216,6,6,1,0,1,14,3.142,0,0,0,0,0,14,MORRIS E
ENGR-216,5,22,2,0,1,30,3,0,0,0,0,0,30,MORRIS E
ENGR-216,4,24,0,1,0,29,3.068,0,0,0,0,0,29,MORRIS E
ENGR-216,5,18,4,2,1,30,2.8,0,0,0,0,0,30,MORRIS E
ENGR-216,5,18,4,1,2,30,2.766,0,0,0,0,0,30,MORRIS E
ENGR-216,9,19,1,1,0,30,3.2,0,0,0,0,0,30,MORRIS E
ENGR-216,7,17,6,0,0,30,3.033,0,0,0,0,0,30,MORRIS E
ENGR-216,8,21,1,0,0,30,3.233,0,0,0,0,0,30,SUSINDAR S
ENGR-216,9,17,4,0,0,30,3.166,0,0,0,0,0,30,SUSINDAR S
ENGR-216,7,17,4,0,2,30,2.9,0,0,0,0,0,30,SUSINDAR S
ENGR-216,8,16,3,1,0,28,3.107,0,0,0,1,0,29,SUSINDAR S
ENGR-216,13,12,3,2,0,30,3.2,0,0,0,0,0,30,SUSINDAR S
ENGR-216,11,13,4,1,1,30,3.066,0,0,0,0,0,30,SUSINDAR S
ENGR-216,12,16,2,0,0,30,3.333,0,0,0,0,0,30,ELIZONDO J
ENGR-216,19,9,1,0,0,29,3.62,0,0,0,0,0,29,ELIZONDO J
ENGR-216,20,8,1,0,0,29,3.655,0,0,0,0,0,29,ELIZONDO J
ENGR-216,17,10,3,0,0,30,3.466,0,0,0,0,0,30,RITCHEY S
ENGR-216,16,10,2,1,0,29,3.413,0,0,0,0,0,29,RITCHEY S
ENGR-216,8,20,2,0,0,30,3.2,0,0,0,0,0,30,RITCHEY S
ENGR-216,10,14,1,2,2,29,2.965,0,0,0,0,0,29,LENFEST S
ENGR-216,12,11,1,1,2,27,3.111,0,0,0,1,0,28,LENFEST S
ENGR-216,7,16,3,0,0,26,3.153,0,0,0,1,0,27,LENFEST S
ENGR-216,11,11,6,0,0,28,3.178,0,0,0,0,0,28,LENFEST S
ENGR-216,10,14,4,1,0,29,3.137,0,0,0,0,0,29,LENFEST S
ENGR-216,6,15,3,2,1,27,2.851,0,0,0,2,0,29,LENFEST S
ENGR-216,11,13,5,1,0,30,3.133,0,0,0,0,0,30,RITCHEY S
ENGR-216,11,17,1,0,1,30,3.233,0,0,0,0,0,30,RITCHEY S
ENGR-216,10,18,2,0,0,30,3.266,0,0,0,0,0,30,RITCHEY S
ENGR-216,10,15,5,0,0,30,3.166,0,0,0,0,0,30,MORTE M
ENGR-216,14,16,0,0,0,30,3.466,0,0,0,0,0,30,MORTE M
ENGR-216,8,14,5,1,1,29,2.931,0,0,0,0,0,29,MORTE M
ENGR-216,8,21,0,0,0,29,3.275,0,0,0,1,0,30,MORTE M
ENGR-216,4,20,5,0,0,29,2.965,0,0,0,0,0,29,MORTE M
ENGR-216,6,22,1,1,0,30,3.1,0,0,0,0,0,30,MORTE M
ENGR-216,7,9,7,0,0,23,3,0,0,0,0,0,23,OSTROVSKAYA N
ENGR-216,7,11,2,1,1,22,3,0,0,0,1,0,23,OSTROVSKAYA N
ENGR-216,7,11,4,0,1,23,3,0,0,0,1,0,24,OSTROVSKAYA N
ENGR-216,10,13,5,2,0,30,3.033,0,0,0,0,0,30,MORTE M
ENGR-216,7,11,0,0,0,18,3.388,0,0,0,0,0,18,MORTE M
ENGR-216,5,21,3,1,0,30,3,0,0,0,0,0,30,MORTE M
ENGR-216,12,5,1,0,0,18,3.611,0,0,0,0,0,18,LARA RUIZ J
ENGR-216,24,6,0,0,0,30,3.8,0,0,0,0,0,30,LARA RUIZ J
ENGR-216,21,4,3,0,0,28,3.642,0,0,0,0,0,28,LARA RUIZ J
ENGR-216,3,4,1,0,0,8,3.25,0,0,0,0,0,8,MCCARROLL D
ENGR-216,15,8,2,0,0,25,3.52,0,0,0,0,0,25,MAHMOUDZADEH A
ENGR-216,19,3,2,0,1,25,3.56,0,0,0,0,0,25,SABERI S
ENGR-216,17,8,0,0,0,25,3.68,0,0,0,0,0,25,SABERI S
ENGR-216,21,2,0,2,0,25,3.68,0,0,0,0,0,25,SABERI S
ENGR-216,9,11,2,2,0,24,3.125,0,0,0,0,0,24,MAHMOUDZADEH A
ENGR-216,20,4,0,0,1,25,3.68,0,0,0,0,0,25,MAHMOUDZADEH A
ENGR-216,23,2,0,0,0,25,3.92,0,0,0,0,0,25,SABERI S
ENGR-216,13,3,1,0,1,18,3.5,0,0,0,0,0,18,VILLAREAL S
ENGR-216,13,10,0,0,0,23,3.565,0,0,0,0,0,23,VILLAREAL S
ENGR-216,17,6,2,0,0,25,3.6,0,0,0,0,0,25,SABERI S
ENGR-216,10,6,4,0,0,20,3.3,0,0,0,0,0,20,BROOKS R
ENGR-216,5,3,0,0,0,8,3.625,0,0,0,0,0,8,BROOKS R
ENGR-216,6,6,2,0,1,15,3.066,0,0,0,0,0,15,BROOKS R
ENGR-216,8,7,2,0,0,17,3.352,0,0,0,0,0,17,BROOKS R
ENGR-216,21,11,2,1,1,36,3.388,0,0,0,0,0,36,BANGSTEIN B
ENGR-216,17,1,0,0,0,18,3.944,0,0,0,0,0,18,ALVARADO L
ENGR-216,4,15,4,0,1,24,2.875,0,0,0,0,0,24,SHAW S
ENGR-216,4,11,4,0,0,19,3,1,0,0,0,0,20,SHAW S
ENGR-216,1,4,3,1,0,9,2.555,0,0,0,0,0,9,SHAW S
ENGR-216,7,5,2,0,0,14,3.357,0,0,0,0,0,14,BALL D
ENGR-216,0,2,5,0,0,7,2.285,0,0,0,0,0,7,BALL D
ENGR-216,18,2,0,0,0,20,3.9,0,0,0,0,0,20,STARR L
ENGR-216,15,4,1,0,0,20,3.7,0,0,0,0,0,20,STARR L
ENGR-216,8,4,0,0,0,12,3.666,0,0,0,0,0,12,STARR L
ENGR-216,7,0,0,0,0,7,4,0,0,0,0,0,7,LYON B
ENGR-216,5,3,0,0,0,8,3.625,0,0,0,0,0,8,LOPEZ O
ENGR-217,3,3,1,0,0,7,3.285,0,0,0,0,0,7,BROOKS R
ENGR-217,10,20,1,0,0,31,3.29,0,0,0,0,0,31,CORNEJO J
ENGR-217,18,8,1,0,0,27,3.629,0,0,0,3,0,30,CORNEJO J
ENGR-217,21,9,0,0,0,30,3.7,0,0,0,0,0,30,CORNEJO J
ENGR-217,15,14,3,0,0,32,3.375,0,0,0,0,0,32,CORNEJO J
ENGR-217,18,12,0,0,0,30,3.6,0,0,0,0,0,30,CORNEJO J
ENGR-217,16,11,2,0,0,29,3.482,0,0,0,1,0,30,CORNEJO J
ENGR-217,20,8,2,0,0,30,3.6,0,0,0,1,0,31,CORNEJO J
ENGR-217,19,11,0,0,0,30,3.633,0,0,0,0,0,30,CORNEJO J
ENGR-217,12,16,0,1,0,29,3.344,0,0,0,1,0,30,CORNEJO J
ENGR-217,16,14,2,1,0,33,3.363,0,0,0,0,0,33,CORNEJO J
ENGR-217,1,2,2,0,0,5,2.8,0,0,0,0,0,5,SHAW S
ENGR-251,31,1,0,0,0,32,3.968,0,0,0,0,0,32,POLYZOI M
ENGR-291,19,3,0,0,0,22,3.863,0,0,0,2,0,24,CHAMITOFF G
ENGR-311,4,1,0,0,0,5,3.8,0,0,0,0,0,5,DONNELL J
ENGR-311,12,8,1,0,0,21,3.523,0,0,0,1,0,22,DONNELL J
ENGR-311,7,11,1,0,0,19,3.315,0,0,0,0,0,19,DONNELL J
ENGR-351,31,0,0,0,0,31,4,0,0,0,0,0,31,POLYZOI M
ENGR-385,9,0,0,0,0,9,4,7,0,0,0,0,16,SHRYOCK K
ENGR-385,6,1,0,0,0,7,3.857,0,0,0,0,0,7,PATRICK C
ENGR-385,27,0,0,0,0,27,4,0,0,0,0,0,27,UGAZ V
ENGR-385,6,0,0,0,0,6,4,0,0,0,0,0,6,SARIN V
ENGR-385,5,0,0,0,0,5,4,0,0,0,0,0,5,GRAUL M
ENGR-385,21,2,5,0,0,28,3.571,0,0,0,0,0,28,CORLETO-MENA C
ENGR-402,7,8,0,0,0,15,3.466,0,0,0,0,0,15,CONKEY A
ENGR-451,29,0,1,0,0,30,3.933,0,0,0,0,0,30,SULLIVAN S
ENGR-461,12,1,0,0,0,13,3.923,0,0,0,0,0,13,CURRAN C
ENGR-461,5,0,0,0,0,5,4,0,0,0,0,0,5,RODNEY B
ENGR-462,40,2,2,0,1,45,3.777,0,0,0,0,0,45,RIVERA S
ENGR-491,11,1,1,0,0,13,3.769,0,0,0,0,0,13,HOLTZAPPLE M
ENGR-491,21,3,0,0,1,25,3.72,0,0,0,0,0,25,CHAMITOFF G
ENGR-491,5,1,0,0,0,6,3.833,0,0,0,0,0,6,COTE G
ICPE-610,16,1,0,0,0,17,3.941,0,0,0,1,0,18,PISTIKOPOULOS E
ICPE-611,7,8,3,2,0,20,3,0,0,0,1,0,21,MCCARL B
ICPE-626,4,14,9,0,0,27,2.814,0,0,0,0,0,27,KHAN F
ICPE-636,17,5,1,0,0,23,3.695,0,0,0,0,0,23,PACE W
ICPE-638,11,4,1,0,0,16,3.625,0,0,0,1,0,17,ZARATE LOSOYA E
ICPE-639,7,3,2,1,1,14,3,0,0,0,1,0,15,SAKIB M
ICPE-689,9,1,0,0,0,10,3.9,0,0,0,0,0,10,PI Y
ICPE-689,5,0,0,0,0,5,4,1,0,0,0,0,6,KWON J
CSCE-110,2,9,10,0,1,22,2.5,0,0,0,2,0,24,YUM K
CSCE-110,0,10,8,1,2,21,2.238,0,0,0,3,0,24,YUM K
CSCE-110,4,12,3,1,2,22,2.681,0,0,0,2,0,24,YUM K
CSCE-110,2,6,8,3,2,21,2.142,0,0,0,1,0,22,YUM K
CSCE-110,2,8,7,3,1,21,2.333,0,0,0,3,0,24,YUM K
CSCE-110,4,11,7,1,0,23,2.782,0,0,0,1,0,24,YUM K
CSCE-110,4,5,6,4,2,21,2.238,0,0,0,2,0,23,YUM K
CSCE-110,3,7,5,4,3,22,2.136,0,0,0,2,0,24,YUM K
CSCE-111,19,2,1,0,0,22,3.818,0,0,0,1,0,23,LIGHTFOOT R
CSCE-111,18,1,1,0,0,20,3.85,0,0,0,3,0,23,LIGHTFOOT R
CSCE-111,20,2,2,0,0,24,3.75,0,0,0,0,0,24,LIGHTFOOT R
CSCE-111,17,2,2,0,0,21,3.714,0,0,0,3,0,24,LIGHTFOOT R
CSCE-120,12,1,1,0,0,14,3.785,0,0,0,0,0,14,MOORE J
CSCE-120,19,3,1,0,0,23,3.782,0,0,0,1,0,24,CHAMON C
CSCE-120,17,3,3,0,0,23,3.608,0,0,0,1,0,24,CHAMON C
CSCE-120,17,2,1,0,0,20,3.8,0,0,0,4,0,24,CHAMON C
CSCE-120,21,1,0,0,0,22,3.954,0,0,0,2,0,24,CHAMON C
CSCE-120,19,0,1,0,2,22,3.545,0,0,0,2,0,24,CHAMON C
CSCE-120,20,1,0,0,0,21,3.952,0,0,0,3,0,24,CHAMON C
CSCE-120,18,2,0,0,1,21,3.714,0,0,0,3,0,24,CHAMON C
CSCE-120,17,3,2,0,0,22,3.681,0,0,0,1,0,23,CHAMON C
CSCE-120,4,1,2,0,2,9,2.555,0,0,0,3,0,12,DUYSAK A
CSCE-120,12,9,4,3,4,32,2.687,1,0,0,2,0,35,MOORE J
CSCE-121,9,6,5,2,1,23,2.869,0,0,0,8,0,31,HOLANDA M
CSCE-121,10,13,4,1,2,30,2.933,0,0,0,2,0,32,HOLANDA M
CSCE-121,11,11,5,3,0,30,3,0,0,0,3,0,33,HOLANDA M
CSCE-121,10,10,2,2,4,28,2.714,0,0,0,5,0,33,HOLANDA M
CSCE-121,8,7,9,0,1,25,2.84,0,0,0,7,0,32,HOLANDA M
CSCE-121,12,5,5,1,4,27,2.74,0,0,0,6,0,33,HOLANDA M
CSCE-121,8,9,5,4,3,29,2.517,0,0,0,4,0,33,HOLANDA M
CSCE-121,18,5,2,2,1,28,3.321,0,0,0,3,0,31,HOLANDA M
CSCE-121,11,3,1,5,3,23,2.608,0,0,0,7,0,30,HOLANDA M
CSCE-121,10,2,0,5,0,17,3,0,0,0,3,0,20,HUANG Q
CSCE-121,6,4,3,2,1,16,2.75,0,0,0,7,0,23,HUANG Q
CSCE-121,8,5,0,4,0,17,3,0,0,0,5,0,22,HUANG Q
CSCE-121,9,3,3,5,0,20,2.8,0,0,0,4,0,24,HUANG Q
CSCE-121,9,7,4,0,1,21,3.095,1,0,0,2,0,24,MOORE J
CSCE-121,10,3,0,0,3,16,3.062,3,0,0,5,0,24,MOORE J
CSCE-121,3,6,6,2,1,18,2.444,1,0,0,4,0,23,MOORE J
CSCE-121,8,5,3,1,0,17,3.176,3,0,0,4,0,24,MOORE J
CSCE-121,13,14,5,1,3,36,2.916,3,0,0,8,0,47,MOORE J
CSCE-181,286,2,0,0,1,289,3.979,0,0,0,0,0,289,TYAGI A
CSCE-206,23,1,0,0,0,24,3.958,0,0,0,0,0,24,CHAMON C
CSCE-206,22,1,0,0,0,23,3.956,0,0,0,0,0,23,CHAMON C
CSCE-206,22,0,0,0,0,22,4,0,0,0,0,0,22,CHAMON C
CSCE-221,27,1,1,0,0,29,3.896,0,0,0,1,0,30,PEARCE R
CSCE-221,8,10,1,0,0,19,3.368,0,0,0,0,0,19,LEYK T
CSCE-221,16,14,2,0,0,32,3.437,0,0,0,0,0,32,LEYK T
CSCE-221,13,12,6,0,0,31,3.225,0,0,0,2,0,33,LEYK T
CSCE-221,11,14,7,1,0,33,3.06,0,0,0,0,0,33,LEYK T
CSCE-221,13,16,3,1,0,33,3.242,0,0,0,0,0,33,LEYK T
CSCE-221,20,6,7,0,0,33,3.393,0,0,0,1,0,34,LEYK T
CSCE-221,15,7,2,0,0,24,3.541,0,0,0,0,0,24,LEYK T
CSCE-221,14,6,3,0,0,23,3.478,0,0,0,1,0,24,LEYK T
CSCE-221,12,6,5,1,0,24,3.208,0,0,0,0,0,24,LEYK T
CSCE-221,10,12,0,1,0,23,3.347,0,0,0,1,0,24,LEYK T
CSCE-221,12,11,0,0,0,23,3.521,0,0,0,1,0,24,HUANG Q
CSCE-221,17,6,1,0,0,24,3.666,0,0,0,0,0,24,HUANG Q
CSCE-221,16,7,1,0,0,24,3.625,0,0,0,0,0,24,HUANG Q
CSCE-221,15,7,1,0,0,23,3.608,0,0,0,0,0,23,HUANG Q
CSCE-221,17,4,3,0,0,24,3.583,0,0,0,0,0,24,HUANG Q
CSCE-221,15,8,1,0,0,24,3.583,0,0,0,0,0,24,HUANG Q
CSCE-221,15,8,0,1,0,24,3.541,0,0,0,0,0,24,HUANG Q
CSCE-221,14,9,1,0,0,24,3.541,0,0,0,0,0,24,HUANG Q
CSCE-221,8,2,0,0,0,10,3.8,0,0,0,0,0,10,DUYSAK A
CSCE-222,15,1,0,0,0,16,3.937,0,0,0,0,0,16,CARLISLE M
CSCE-222,53,14,9,3,1,80,3.437,0,0,0,1,0,81,CARLISLE M
CSCE-222,47,32,7,3,0,89,3.382,0,0,0,8,0,97,KUMAR S
CSCE-222,28,49,11,4,2,94,3.031,0,0,0,6,0,100,KUMAR S
CSCE-222,31,44,5,3,1,84,3.202,0,0,0,11,0,95,KUMAR S
CSCE-222,3,3,1,2,1,10,2.5,0,0,0,0,0,10,BUDIMLIC Z
CSCE-310,67,26,5,0,0,98,3.632,0,0,0,1,0,99,LANCLOS C
CSCE-312,15,2,0,0,0,17,3.882,0,0,0,0,0,17,KIM E
CSCE-312,17,2,0,0,0,19,3.894,1,0,0,0,0,20,TYAGI A
CSCE-312,3,4,0,0,0,7,3.428,0,0,0,0,0,7,KIM E
CSCE-312,13,9,2,0,1,25,3.32,0,0,0,0,0,25,KIM E
CSCE-312,7,9,6,0,0,22,3.045,0,0,0,2,0,24,KIM E
CSCE-312,9,10,2,2,0,23,3.13,1,0,0,0,0,24,KIM E
CSCE-312,7,11,4,0,0,22,3.136,0,0,0,2,0,24,MAHAPATRA R
CSCE-312,8,11,2,1,1,23,3.043,0,0,0,0,0,23,MAHAPATRA R
CSCE-312,3,7,6,2,1,19,2.473,0,0,0,3,0,22,MAHAPATRA R
CSCE-312,6,8,4,0,0,18,3.111,0,0,0,1,0,19,MAHAPATRA R
CSCE-312,10,3,0,0,0,13,3.769,0,0,0,0,0,13,DUYSAK A
CSCE-312,10,2,0,1,0,13,3.615,0,0,0,1,0,14,TYAGI A
CSCE-312,29,4,0,0,0,33,3.878,0,0,0,0,0,33,TYAGI A
CSCE-312,28,3,1,0,0,32,3.843,0,0,0,1,0,33,TYAGI A
CSCE-312,25,3,3,0,0,31,3.709,0,0,0,0,0,31,TYAGI A
CSCE-312,26,3,1,0,0,30,3.833,1,0,0,2,0,33,TYAGI A
CSCE-312,28,5,0,0,0,33,3.848,0,0,0,0,0,33,TYAGI A
CSCE-313,9,2,0,0,1,12,3.23,0,0,0,4,0,16,LOGUINOV D
CSCE-313,3,0,1,1,0,5,3,0,0,0,0,0,5,HOUNGNINOU D
CSCE-313,8,6,2,2,1,19,2.947,0,0,0,0,0,19,HOUNGNINOU D
CSCE-313,16,3,1,0,1,21,3.571,0,0,0,1,0,22,HOUNGNINOU D
CSCE-313,12,4,2,0,1,19,3.368,0,0,0,1,0,20,HOUNGNINOU D
CSCE-313,1,8,1,0,0,10,3,0,0,0,0,0,10,HOUNGNINOU D
CSCE-313,14,5,2,0,1,22,3.409,0,0,0,0,0,22,HOUNGNINOU D
CSCE-313,14,4,1,1,1,21,3.38,0,0,0,1,0,22,HOUNGNINOU D
CSCE-313,2,1,2,1,1,7,2.285,0,0,0,0,0,7,HOUNGNINOU D
CSCE-313,8,6,2,1,2,19,2.894,0,0,0,1,0,20,HOUNGNINOU D
CSCE-313,10,6,3,2,0,21,3.142,0,0,0,1,0,22,HOUNGNINOU D
CSCE-314,8,0,1,0,0,9,3.777,0,0,0,3,0,12,BUDIMLIC Z
CSCE-314,40,31,9,3,2,85,3.223,1,0,0,2,0,88,LEE H
CSCE-314,41,28,14,3,1,87,3.206,0,0,0,2,0,89,LEE H
CSCE-314,28,20,3,2,0,53,3.396,1,0,0,5,0,59,LEE H
CSCE-314,79,10,1,0,0,90,3.866,0,0,0,0,0,90,LUPOLI S
CSCE-314,81,9,0,0,0,90,3.9,0,0,0,0,0,90,LUPOLI S
CSCE-315,5,11,2,0,1,19,3,0,0,0,0,0,19,LIGHTFOOT R
CSCE-315,12,1,0,0,1,14,3.642,0,0,0,0,0,14,LIGHTFOOT R
CSCE-315,8,3,1,0,0,12,3.583,0,0,0,0,0,12,LIGHTFOOT R
CSCE-315,5,1,1,0,0,7,3.571,0,0,0,1,0,8,LIGHTFOOT R
CSCE-315,20,0,1,0,0,21,3.904,0,0,0,1,0,22,LIGHTFOOT R
CSCE-315,10,5,4,1,1,21,3.047,0,0,0,1,0,22,LIGHTFOOT R
CSCE-315,6,8,4,2,0,20,2.9,0,0,0,0,0,20,LIGHTFOOT R
CSCE-315,5,4,1,0,1,11,3.09,0,0,0,0,0,11,LIGHTFOOT R
CSCE-331,10,1,0,0,0,11,3.909,0,0,0,0,0,11,RITCHEY P
CSCE-331,21,2,0,0,0,23,3.913,0,0,0,0,0,23,RITCHEY P
CSCE-331,12,3,1,0,0,16,3.687,0,0,0,1,0,17,RITCHEY P
CSCE-331,16,4,1,0,0,21,3.714,0,0,0,0,0,21,RITCHEY P
CSCE-331,3,4,0,0,0,7,3.428,0,0,0,0,0,7,RITCHEY P
CSCE-402,54,6,0,0,0,60,3.9,0,0,0,0,0,60,DEWITTE P
CSCE-410,20,22,2,1,0,45,3.355,0,0,0,8,0,53,TSAI C
CSCE-410,17,5,1,2,1,26,3.346,0,0,0,7,0,33,BETTATI R
CSCE-411,30,30,22,0,0,82,3.097,0,0,0,2,0,84,DAVIS T
CSCE-411,36,34,14,5,2,91,3.065,0,0,0,5,0,96,VELDT L
CSCE-411,46,48,1,0,0,95,3.473,0,0,0,1,0,96,SZE S
CSCE-411,11,16,7,3,0,37,2.945,0,0,0,1,0,38,KLAPPENECKER A
CSCE-412,23,0,0,0,0,23,4,0,0,0,0,0,23,LIGHTFOOT R
CSCE-420,35,27,4,1,1,68,3.382,0,0,0,4,0,72,IOERGER T
CSCE-420,16,11,5,0,0,32,3.343,0,0,0,2,0,34,SHELL D
CSCE-421,13,2,0,0,0,15,3.866,0,0,0,1,0,16,MORTAZAVI B
CSCE-421,46,25,5,0,1,77,3.493,0,0,0,5,0,82,MORTAZAVI B
CSCE-421,56,21,4,0,2,83,3.554,0,0,0,16,0,99,KING R
CSCE-430,10,1,1,1,0,13,3.538,0,0,0,0,0,13,KEYSER J
CSCE-430,50,20,6,3,1,80,3.395,0,0,0,5,0,85,KEYSER J
CSCE-431,14,4,0,0,0,18,3.777,0,0,0,0,0,18,WADE P
CSCE-431,12,6,0,0,0,18,3.666,0,0,0,3,0,21,WADE P
CSCE-431,13,6,0,1,0,20,3.55,0,0,0,1,0,21,WADE P
CSCE-431,3,10,1,0,0,14,3.142,0,0,0,0,0,14,RITCHEY P
CSCE-432,77,5,2,0,0,84,3.892,0,0,0,1,0,85,MOORE J
CSCE-435,32,7,2,1,0,42,3.666,0,0,0,0,0,42,SARIN V
CSCE-436,28,1,1,0,0,30,3.9,0,0,0,0,0,30,KIM J
CSCE-436,78,20,1,0,0,99,3.777,0,0,0,1,0,100,KIM J
CSCE-438,11,26,7,1,0,45,3.044,0,0,0,6,0,51,STOLERU R
CSCE-440,19,2,0,0,1,22,3.727,0,0,0,2,0,24,KLAPPENECKER A
CSCE-441,11,3,0,0,0,14,3.785,0,0,0,1,0,15,SUEDA S
CSCE-441,34,23,9,3,3,72,3.138,0,0,0,7,0,79,SUEDA S
CSCE-442,7,3,4,1,0,15,3.066,0,0,0,3,16,34,WANG W
CSCE-443,10,0,0,0,0,10,4,0,0,0,0,0,10,THOMAS A
CSCE-445,35,1,1,0,0,37,3.918,0,0,0,0,0,37,SHIPMAN F
CSCE-446,4,2,1,0,0,7,3.428,0,0,0,0,0,7,ROJAS MUNOZ E
CSCE-447,5,0,0,0,0,5,4,0,0,0,0,0,5,MCNAMARA A
CSCE-448,28,3,3,1,0,35,3.657,0,0,0,0,0,35,KHADEMI KALANTARI N
CSCE-451,35,18,4,2,0,59,3.457,0,0,0,2,0,61,LIU J
CSCE-452,26,22,8,3,0,59,3.203,0,0,0,1,0,60,O'KANE J
CSCE-462,13,16,5,0,0,34,3.235,0,0,0,0,0,34,LIU J
CSCE-462,12,12,4,0,0,28,3.285,1,0,0,1,0,30,LIU J
